Horodatage;Num屍o d'姿oque;Sommeil
23:44:00;168;N2
23:44:30;169;N2
23:45:00;170;N3
23:45:30;171;N3
23:46:00;172;N3
23:46:30;173;N3
23:47:00;174;N3
23:47:30;175;N3
23:48:00;176;N3
23:48:30;177;N3
23:49:00;178;N3
23:49:30;179;N3
23:50:00;180;N3
23:50:30;181;N2
23:51:00;182;N2
23:51:30;183;N2
23:52:00;184;N1
23:52:30;185;N1
23:53:00;186;N1
23:53:30;187;N1
23:54:00;188;N1
23:54:30;189;N1
23:55:00;190;N1
23:55:30;191;N2
23:56:00;192;N2
23:56:30;193;N2
23:57:00;194;N2
23:57:30;195;N2
23:58:00;196;N2
23:58:30;197;N1
23:59:00;198;N2
23:59:30;199;N2
00:00:00;200;N2
00:00:30;201;N2
00:01:00;202;N2
00:01:30;203;N2
00:02:00;204;N2
00:02:30;205;N2
00:03:00;206;N2
00:03:30;207;N2
00:04:00;208;N2
00:04:30;209;N2
00:05:00;210;N2
00:05:30;211;N2
00:06:00;212;プeil
00:06:30;213;プeil
00:07:00;214;プeil
00:07:30;215;N2
00:08:00;216;N2
00:08:30;217;N2
00:09:00;218;N2
00:09:30;219;N2
00:10:00;220;N2
00:10:30;221;N2
00:11:00;222;N2
00:11:30;223;N3
00:12:00;224;N3
00:12:30;225;N3
00:13:00;226;N3
00:13:30;227;N3
00:14:00;228;N3
00:14:30;229;N3
00:15:00;230;N3
00:15:30;231;N3
00:16:00;232;N3
00:16:30;233;N3
00:17:00;234;N3
00:17:30;235;N3
00:18:00;236;N3
00:18:30;237;N3
00:19:00;238;N2
00:19:30;239;N2
00:20:00;240;N2
00:20:30;241;N2
00:21:00;242;N2
00:21:30;243;N2
00:22:00;244;N2
00:22:30;245;N2
00:23:00;246;N2
00:23:30;247;N2
00:24:00;248;N2
00:24:30;249;N2
00:25:00;250;N2
00:25:30;251;N3
00:26:00;252;N3
00:26:30;253;N3
00:27:00;254;N3
00:27:30;255;N3
00:28:00;256;N3
00:28:30;257;N3
00:29:00;258;N3
00:29:30;259;N3
00:30:00;260;N2
00:30:30;261;N2
00:31:00;262;N2
00:31:30;263;N2
00:32:00;264;N2
00:32:30;265;N1
00:33:00;266;N1
00:33:30;267;N1
00:34:00;268;N2
00:34:30;269;N2
00:35:00;270;N2
00:35:30;271;N2
00:36:00;272;N2
00:36:30;273;N1
00:37:00;274;N2
00:37:30;275;N2
00:38:00;276;N2
00:38:30;277;N1
00:39:00;278;N2
00:39:30;279;N2
00:40:00;280;N2
00:40:30;281;N2
00:41:00;282;N2
00:41:30;283;N2
00:42:00;284;N2
00:42:30;285;N2
00:43:00;286;N2
00:43:30;287;N2
00:44:00;288;N2
00:44:30;289;N2
00:45:00;290;N2
00:45:30;291;N2
00:46:00;292;N2
00:46:30;293;N2
00:47:00;294;N2
00:47:30;295;N2
00:48:00;296;N2
00:48:30;297;N2
00:49:00;298;N2
00:49:30;299;N2
00:50:00;300;N2
00:50:30;301;N2
00:51:00;302;N2
00:51:30;303;N2
00:52:00;304;プeil
00:52:30;305;プeil
00:53:00;306;プeil
00:53:30;307;N2
00:54:00;308;N2
00:54:30;309;N2
00:55:00;310;N2
00:55:30;311;N2
00:56:00;312;N2
00:56:30;313;N2
00:57:00;314;N2
00:57:30;315;N2
00:58:00;316;N2
00:58:30;317;N2
00:59:00;318;N2
00:59:30;319;N1
01:00:00;320;N1
01:00:30;321;N1
01:01:00;322;N2
01:01:30;323;N2
01:02:00;324;N2
01:02:30;325;N2
01:03:00;326;N2
01:03:30;327;N2
01:04:00;328;N2
01:04:30;329;N2
01:05:00;330;N2
01:05:30;331;N1
01:06:00;332;N2
01:06:30;333;N2
01:07:00;334;N2
01:07:30;335;N2
01:08:00;336;N2
01:08:30;337;N2
01:09:00;338;N2
01:09:30;339;N2
01:10:00;340;N2
01:10:30;341;N2
01:11:00;342;N2
01:11:30;343;N2
01:12:00;344;N1
01:12:30;345;N1
01:13:00;346;N2
01:13:30;347;N2
01:14:00;348;N2
01:14:30;349;N2
01:15:00;350;N2
01:15:30;351;N2
01:16:00;352;N1
01:16:30;353;N1
01:17:00;354;プeil
01:17:30;355;プeil
01:18:00;356;プeil
01:18:30;357;プeil
01:19:00;358;プeil
01:19:30;359;プeil
01:20:00;360;プeil
01:20:30;361;プeil
01:21:00;362;プeil
01:21:30;363;N2
01:22:00;364;N2
01:22:30;365;N2
01:23:00;366;N2
01:23:30;367;N2
01:24:00;368;N2
01:24:30;369;N2
01:25:00;370;N2
01:25:30;371;N2
01:26:00;372;N2
01:26:30;373;N2
01:27:00;374;N2
01:27:30;375;N2
01:28:00;376;N2
01:28:30;377;N2
01:29:00;378;N2
01:29:30;379;N2
01:30:00;380;N1
01:30:30;381;N1
01:31:00;382;N1
01:31:30;383;N2
01:32:00;384;N2
01:32:30;385;N2
01:33:00;386;N2
01:33:30;387;N2
01:34:00;388;N1
01:34:30;389;N1
01:35:00;390;N2
01:35:30;391;N2
01:36:00;392;N2
01:36:30;393;プeil
01:37:00;394;プeil
01:37:30;395;プeil
01:38:00;396;N2
01:38:30;397;N2
01:39:00;398;N2
01:39:30;399;N2
01:40:00;400;N2
01:40:30;401;N2
01:41:00;402;N2
01:41:30;403;N2
01:42:00;404;N2
01:42:30;405;N2
01:43:00;406;N1
01:43:30;407;N1
01:44:00;408;N1
01:44:30;409;N1
01:45:00;410;N1
01:45:30;411;N1
01:46:00;412;N1
01:46:30;413;N1
01:47:00;414;N1
01:47:30;415;N1
01:48:00;416;N1
01:48:30;417;N2
01:49:00;418;N2
01:49:30;419;N2
01:50:00;420;N2
01:50:30;421;N2
01:51:00;422;N2
01:51:30;423;N2
01:52:00;424;N2
01:52:30;425;N2
01:53:00;426;N2
01:53:30;427;N2
01:54:00;428;N2
01:54:30;429;N2
01:55:00;430;N2
01:55:30;431;N2
01:56:00;432;N2
01:56:30;433;N2
01:57:00;434;N2
01:57:30;435;N2
01:58:00;436;N2
01:58:30;437;N1
01:59:00;438;N2
01:59:30;439;N2
02:00:00;440;N2
02:00:30;441;N2
02:01:00;442;N2
02:01:30;443;N2
02:02:00;444;N2
02:02:30;445;N2
02:03:00;446;N1
02:03:30;447;N1
02:04:00;448;N2
02:04:30;449;N2
02:05:00;450;N2
02:05:30;451;N2
02:06:00;452;N2
02:06:30;453;N2
02:07:00;454;N2
02:07:30;455;N2
02:08:00;456;N2
02:08:30;457;N2
02:09:00;458;N2
02:09:30;459;N2
02:10:00;460;REM
02:10:30;461;REM
02:11:00;462;REM
02:11:30;463;REM
02:12:00;464;REM
02:12:30;465;REM
02:13:00;466;REM
02:13:30;467;REM
02:14:00;468;REM
02:14:30;469;REM
02:15:00;470;REM
02:15:30;471;REM
02:16:00;472;REM
02:16:30;473;REM
02:17:00;474;REM
02:17:30;475;REM
02:18:00;476;REM
02:18:30;477;REM
02:19:00;478;REM
02:19:30;479;REM
02:20:00;480;REM
02:20:30;481;REM
02:21:00;482;REM
02:21:30;483;REM
02:22:00;484;REM
02:22:30;485;REM
02:23:00;486;REM
02:23:30;487;REM
02:24:00;488;REM
02:24:30;489;REM
02:25:00;490;REM
02:25:30;491;REM
02:26:00;492;REM
02:26:30;493;REM
02:27:00;494;REM
02:27:30;495;REM
02:28:00;496;REM
02:28:30;497;REM
02:29:00;498;REM
02:29:30;499;REM
02:30:00;500;REM
02:30:30;501;REM
02:31:00;502;REM
02:31:30;503;REM
02:32:00;504;REM
02:32:30;505;REM
02:33:00;506;REM
02:33:30;507;REM
02:34:00;508;REM
02:34:30;509;REM
02:35:00;510;REM
02:35:30;511;REM
02:36:00;512;REM
02:36:30;513;REM
02:37:00;514;REM
02:37:30;515;REM
02:38:00;516;REM
02:38:30;517;REM
02:39:00;518;REM
02:39:30;519;REM
02:40:00;520;REM
02:40:30;521;REM
02:41:00;522;REM
02:41:30;523;REM
02:42:00;524;REM
02:42:30;525;REM
02:43:00;526;REM
02:43:30;527;N2
02:44:00;528;N2
02:44:30;529;N2
02:45:00;530;N2
02:45:30;531;N2
02:46:00;532;N2
02:46:30;533;N2
02:47:00;534;N2
02:47:30;535;N2
02:48:00;536;N2
02:48:30;537;N2
02:49:00;538;N2
02:49:30;539;N2
02:50:00;540;N2
02:50:30;541;N2
02:51:00;542;N1
02:51:30;543;N2
02:52:00;544;N2
02:52:30;545;N2
02:53:00;546;N2
02:53:30;547;N3
02:54:00;548;N3
02:54:30;549;N3
02:55:00;550;N3
02:55:30;551;N3
02:56:00;552;N3
02:56:30;553;N3
02:57:00;554;N3
02:57:30;555;N3
02:58:00;556;N3
02:58:30;557;N3
02:59:00;558;N3
02:59:30;559;N3
03:00:00;560;N2
03:00:30;561;N2
03:01:00;562;N2
03:01:30;563;N2
03:02:00;564;N2
03:02:30;565;N2
03:03:00;566;N2
03:03:30;567;N2
03:04:00;568;N2
03:04:30;569;N2
03:05:00;570;N2
03:05:30;571;N2
03:06:00;572;N2
03:06:30;573;N2
03:07:00;574;N1
03:07:30;575;N2
03:08:00;576;N2
03:08:30;577;N2
03:09:00;578;N2
03:09:30;579;N3
03:10:00;580;N3
03:10:30;581;N3
03:11:00;582;N3
03:11:30;583;N3
03:12:00;584;N3
03:12:30;585;N3
03:13:00;586;N3
03:13:30;587;N3
03:14:00;588;N3
03:14:30;589;N3
03:15:00;590;N3
03:15:30;591;N3
03:16:00;592;N3
03:16:30;593;N3
03:17:00;594;N3
03:17:30;595;N3
03:18:00;596;N3
03:18:30;597;N3
03:19:00;598;N2
03:19:30;599;N2
03:20:00;600;N2
03:20:30;601;N2
03:21:00;602;N1
03:21:30;603;N1
03:22:00;604;N1
03:22:30;605;N1
03:23:00;606;N1
03:23:30;607;N2
03:24:00;608;N2
03:24:30;609;N2
03:25:00;610;N3
03:25:30;611;N3
03:26:00;612;N3
03:26:30;613;N3
03:27:00;614;N3
03:27:30;615;N3
03:28:00;616;N3
03:28:30;617;N3
03:29:00;618;N3
03:29:30;619;N3
03:30:00;620;N3
03:30:30;621;N3
03:31:00;622;N3
03:31:30;623;N3
03:32:00;624;N3
03:32:30;625;N3
03:33:00;626;N3
03:33:30;627;N3
03:34:00;628;N3
03:34:30;629;N3
03:35:00;630;N3
03:35:30;631;N3
03:36:00;632;N3
03:36:30;633;N3
03:37:00;634;N3
03:37:30;635;N3
03:38:00;636;N3
03:38:30;637;N3
03:39:00;638;N3
03:39:30;639;N3
03:40:00;640;N3
03:40:30;641;N3
03:41:00;642;N3
03:41:30;643;N3
03:42:00;644;N3
03:42:30;645;N3
03:43:00;646;N3
03:43:30;647;N3
03:44:00;648;N3
03:44:30;649;N3
03:45:00;650;N3
03:45:30;651;N3
03:46:00;652;N3
03:46:30;653;N3
03:47:00;654;N3
03:47:30;655;N3
03:48:00;656;N3
03:48:30;657;N3
03:49:00;658;N3
03:49:30;659;N3
03:50:00;660;N2
03:50:30;661;N2
03:51:00;662;N2
03:51:30;663;N2
03:52:00;664;N2
03:52:30;665;N2
03:53:00;666;N2
03:53:30;667;N2
03:54:00;668;N2
03:54:30;669;N2
03:55:00;670;N2
03:55:30;671;N2
03:56:00;672;N1
03:56:30;673;プeil
03:57:00;674;プeil
03:57:30;675;プeil
03:58:00;676;プeil
03:58:30;677;プeil
03:59:00;678;プeil
03:59:30;679;プeil
04:00:00;680;プeil
04:00:30;681;プeil
04:01:00;682;プeil
04:01:30;683;プeil
04:02:00;684;プeil
04:02:30;685;プeil
04:03:00;686;プeil
04:03:30;687;プeil
04:04:00;688;プeil
04:04:30;689;プeil
04:05:00;690;プeil
04:05:30;691;プeil
04:06:00;692;プeil
04:06:30;693;プeil
04:07:00;694;プeil
04:07:30;695;プeil
04:08:00;696;プeil
04:08:30;697;プeil
04:09:00;698;プeil
04:09:30;699;プeil
04:10:00;700;プeil
04:10:30;701;N1
04:11:00;702;N1
04:11:30;703;N1
04:12:00;704;N1
04:12:30;705;N2
04:13:00;706;N2
04:13:30;707;N2
04:14:00;708;N2
04:14:30;709;N2
04:15:00;710;N2
04:15:30;711;N2
04:16:00;712;N2
04:16:30;713;N2
04:17:00;714;N2
04:17:30;715;N2
04:18:00;716;N2
04:18:30;717;N2
04:19:00;718;N1
04:19:30;719;N1
04:20:00;720;N2
04:20:30;721;N2
04:21:00;722;N2
04:21:30;723;N2
04:22:00;724;N2
04:22:30;725;N2
04:23:00;726;N2
04:23:30;727;N2
04:24:00;728;N2
04:24:30;729;N2
04:25:00;730;N2
04:25:30;731;N2
04:26:00;732;N2
04:26:30;733;N2
04:27:00;734;N2
04:27:30;735;N2
04:28:00;736;N2
04:28:30;737;N2
04:29:00;738;N2
04:29:30;739;N2
04:30:00;740;N2
04:30:30;741;N2
04:31:00;742;N2
04:31:30;743;N2
04:32:00;744;N2
04:32:30;745;N2
04:33:00;746;N2
04:33:30;747;N2
04:34:00;748;N2
04:34:30;749;N2
04:35:00;750;N2
04:35:30;751;N2
04:36:00;752;N2
04:36:30;753;N2
04:37:00;754;N2
04:37:30;755;N2
04:38:00;756;N2
04:38:30;757;N2
04:39:00;758;N2
04:39:30;759;N2
04:40:00;760;N2
04:40:30;761;N2
04:41:00;762;N1
04:41:30;763;N1
04:42:00;764;N2
04:42:30;765;N2
04:43:00;766;N2
04:43:30;767;N2
04:44:00;768;N2
04:44:30;769;N2
04:45:00;770;N2
04:45:30;771;N2
04:46:00;772;N2
04:46:30;773;N2
04:47:00;774;N2
04:47:30;775;N2
04:48:00;776;N2
04:48:30;777;N2
04:49:00;778;N2
04:49:30;779;N2
04:50:00;780;N2
04:50:30;781;N2
04:51:00;782;N2
04:51:30;783;N2
04:52:00;784;N2
04:52:30;785;N2
04:53:00;786;N2
04:53:30;787;N2
04:54:00;788;N2
04:54:30;789;N2
04:55:00;790;N2
04:55:30;791;N2
04:56:00;792;N2
04:56:30;793;N2
04:57:00;794;N2
04:57:30;795;N2
04:58:00;796;N2
04:58:30;797;N2
04:59:00;798;N2
04:59:30;799;N2
05:00:00;800;N2
05:00:30;801;N2
05:01:00;802;N2
05:01:30;803;N2
05:02:00;804;N2
05:02:30;805;N2
05:03:00;806;N2
05:03:30;807;N2
05:04:00;808;N2
05:04:30;809;N2
05:05:00;810;N1
05:05:30;811;N1
05:06:00;812;N2
05:06:30;813;N2
05:07:00;814;N2
05:07:30;815;プeil
05:08:00;816;プeil
05:08:30;817;プeil
05:09:00;818;プeil
05:09:30;819;プeil
05:10:00;820;プeil
05:10:30;821;プeil
05:11:00;822;プeil
05:11:30;823;プeil
05:12:00;824;N2
05:12:30;825;N2
05:13:00;826;N2
05:13:30;827;N2
05:14:00;828;N2
05:14:30;829;N1
05:15:00;830;N2
05:15:30;831;N2
05:16:00;832;N2
05:16:30;833;N2
05:17:00;834;N2
05:17:30;835;N2
05:18:00;836;N2
05:18:30;837;N2
05:19:00;838;N2
05:19:30;839;N2
05:20:00;840;N2
05:20:30;841;N2
05:21:00;842;N2
05:21:30;843;N2
05:22:00;844;N2
05:22:30;845;N2
05:23:00;846;N2
05:23:30;847;N2
05:24:00;848;N2
05:24:30;849;N2
05:25:00;850;REM
05:25:30;851;REM
05:26:00;852;REM
05:26:30;853;REM
05:27:00;854;REM
05:27:30;855;REM
05:28:00;856;REM
05:28:30;857;REM
05:29:00;858;REM
05:29:30;859;REM
05:30:00;860;REM
05:30:30;861;REM
05:31:00;862;REM
05:31:30;863;REM
05:32:00;864;REM
05:32:30;865;REM
05:33:00;866;REM
05:33:30;867;REM
05:34:00;868;REM
05:34:30;869;REM
05:35:00;870;REM
05:35:30;871;REM
05:36:00;872;REM
05:36:30;873;REM
05:37:00;874;REM
05:37:30;875;REM
05:38:00;876;REM
05:38:30;877;REM
05:39:00;878;REM
05:39:30;879;REM
05:40:00;880;REM
05:40:30;881;REM
05:41:00;882;REM
05:41:30;883;REM
05:42:00;884;REM
05:42:30;885;REM
05:43:00;886;REM
05:43:30;887;REM
05:44:00;888;REM
05:44:30;889;REM
05:45:00;890;REM
05:45:30;891;REM
05:46:00;892;REM
05:46:30;893;REM
05:47:00;894;REM
05:47:30;895;REM
05:48:00;896;REM
05:48:30;897;REM
05:49:00;898;REM
05:49:30;899;REM
05:50:00;900;REM
05:50:30;901;REM
05:51:00;902;REM
05:51:30;903;REM
05:52:00;904;REM
05:52:30;905;REM
05:53:00;906;REM
05:53:30;907;REM
05:54:00;908;REM
05:54:30;909;REM
05:55:00;910;REM
05:55:30;911;REM
05:56:00;912;REM
05:56:30;913;REM
05:57:00;914;REM
05:57:30;915;REM
05:58:00;916;REM
05:58:30;917;REM
05:59:00;918;REM
05:59:30;919;REM
06:00:00;920;REM
06:00:30;921;REM
06:01:00;922;REM
06:01:30;923;REM
06:02:00;924;REM
06:02:30;925;REM
06:03:00;926;REM
06:03:30;927;REM
06:04:00;928;REM
06:04:30;929;REM
06:05:00;930;REM
06:05:30;931;REM
06:06:00;932;REM
06:06:30;933;REM
06:07:00;934;REM
06:07:30;935;REM
06:08:00;936;N2
06:08:30;937;N2
06:09:00;938;N2
06:09:30;939;N2
06:10:00;940;N2
06:10:30;941;N2
06:11:00;942;N2
06:11:30;943;N2
06:12:00;944;N2
06:12:30;945;N2
06:13:00;946;N2
06:13:30;947;N2
06:14:00;948;N2
06:14:30;949;N2
06:15:00;950;N2
06:15:30;951;N2
06:16:00;952;N2
06:16:30;953;N2
06:17:00;954;N2
06:17:30;955;N2
06:18:00;956;N2
06:18:30;957;N2
06:19:00;958;N2
06:19:30;959;N2
06:20:00;960;N2
06:20:30;961;N2
06:21:00;962;N2
06:21:30;963;N2
06:22:00;964;N2
06:22:30;965;N2
06:23:00;966;N2
06:23:30;967;N3
06:24:00;968;N3
06:24:30;969;N3
06:25:00;970;N3
06:25:30;971;N3
06:26:00;972;N3
06:26:30;973;N3
06:27:00;974;N3
06:27:30;975;N3
06:28:00;976;N3
06:28:30;977;N3
06:29:00;978;N3
06:29:30;979;N3
06:30:00;980;N3
06:30:30;981;N3
06:31:00;982;N3
06:31:30;983;N3
06:32:00;984;N3
06:32:30;985;N3
06:33:00;986;N3
06:33:30;987;N3
06:34:00;988;N3
06:34:30;989;N3
06:35:00;990;N3
06:35:30;991;N3
06:36:00;992;N3
06:36:30;993;N3
06:37:00;994;N3
06:37:30;995;N3
06:38:00;996;N3
06:38:30;997;N3
06:39:00;998;N2
06:39:30;999;N2
06:40:00;1000;N2
06:40:30;1001;N2
06:41:00;1002;N2
06:41:30;1003;N2
06:42:00;1004;N1
06:42:30;1005;N1
06:43:00;1006;N2
06:43:30;1007;N2
06:44:00;1008;N2
06:44:30;1009;N2
06:45:00;1010;N2
06:45:30;1011;N2
06:46:00;1012;N2
06:46:30;1013;N2
06:47:00;1014;N2
06:47:30;1015;N2
06:48:00;1016;N2
06:48:30;1017;N2
06:49:00;1018;N2
06:49:30;1019;N2
06:50:00;1020;N2
06:50:30;1021;N1
06:51:00;1022;N2
06:51:30;1023;N2
06:52:00;1024;N2
06:52:30;1025;N2
06:53:00;1026;N2
06:53:30;1027;N2
06:54:00;1028;プeil
06:54:30;1029;プeil
06:55:00;1030;プeil
06:55:30;1031;N2
06:56:00;1032;N2
06:56:30;1033;N2
06:57:00;1034;プeil
06:57:30;1035;プeil
06:58:00;1036;プeil
06:58:30;1037;プeil
06:59:00;1038;プeil
06:59:30;1039;プeil
07:00:00;1040;プeil
07:00:30;1041;プeil
07:01:00;1042;プeil
07:01:30;1043;プeil
07:02:00;1044;N2
07:02:30;1045;N2
07:03:00;1046;N2
07:03:30;1047;N2
07:04:00;1048;N2
07:04:30;1049;N2
07:05:00;1050;N2
07:05:30;1051;N2
07:06:00;1052;プeil
07:06:30;1053;プeil
07:07:00;1054;プeil
07:07:30;1055;プeil
07:08:00;1056;プeil
07:08:30;1057;プeil
07:09:00;1058;プeil
07:09:30;1059;プeil
07:10:00;1060;プeil
07:10:30;1061;プeil
07:11:00;1062;プeil
07:11:30;1063;プeil
07:12:00;1064;プeil
07:12:30;1065;プeil
07:13:00;1066;プeil
07:13:30;1067;プeil
07:14:00;1068;プeil
07:14:30;1069;プeil
07:15:00;1070;プeil
07:15:30;1071;プeil
07:16:00;1072;プeil
07:16:30;1073;プeil
07:17:00;1074;プeil
07:17:30;1075;プeil
07:18:00;1076;プeil
07:18:30;1077;プeil
07:19:00;1078;プeil
07:19:30;1079;プeil
07:20:00;1080;プeil
07:20:30;1081;プeil
07:21:00;1082;プeil
07:21:30;1083;プeil
07:22:00;1084;プeil
07:22:30;1085;プeil
07:23:00;1086;プeil
07:23:30;1087;プeil
07:24:00;1088;プeil
07:24:30;1089;プeil
07:25:00;1090;プeil
07:25:30;1091;プeil
07:26:00;1092;プeil
07:26:30;1093;プeil
07:27:00;1094;プeil
07:27:30;1095;プeil
07:28:00;1096;プeil
07:28:30;1097;プeil
07:29:00;1098;プeil
07:29:30;1099;プeil
07:30:00;1100;プeil
07:30:30;1101;プeil
07:31:00;1102;プeil
07:31:30;1103;プeil
07:32:00;1104;プeil
07:32:30;1105;プeil
07:33:00;1106;プeil
07:33:30;1107;プeil
07:34:00;1108;プeil
07:34:30;1109;プeil
07:35:00;1110;プeil
07:35:30;1111;プeil
